"datetime","wtr_2.3","wtr_4.6","wtr_6.2","wtr_7.6","wtr_8.9","wtr_10.7","wtr_12.2","wtr_13.7","wtr_18.3","wtr_21.3","wtr_24.4","wtr_27.4"
2021-06-23 00:00:00,22.5483333333333,22.9225,22.8185,22.4788333333333,23.537,22.2316666666667,23.1268333333333,22.3638333333333,22.976,22.025,22.1393333333333,22.1961666666667
2021-06-23 01:00:00,21.4725,22.0025,21.9131666666667,21.4898333333333,22.463,21.399,22.1246666666667,21.5456666666667,21.992,21.2603333333333,21.3296666666667,21.3981666666667
2021-06-23 02:00:00,19.9116666666667,20.4901666666667,20.778,20.3438333333333,21.1836666666667,20.3091666666667,21.1031666666667,20.3803333333333,20.8655,20.1981666666667,20.475,20.4873333333333
2021-06-23 03:00:00,18.4078333333333,18.7728333333333,19.4611666666667,18.9763333333333,19.6491666666667,18.9786666666667,19.8841666666667,19.0643333333333,19.6976666666667,19.0531666666667,19.601,19.409
2021-06-23 04:00:00,17.4026666666667,17.6338333333333,18.3161666666667,17.9333333333333,18.5045,17.8891666666667,18.8088333333333,17.9896666666667,18.7256666666667,18.1336666666667,18.7923333333333,18.4156666666667
2021-06-23 05:00:00,16.8111666666667,16.9173333333333,17.5011666666667,17.2295,17.6166666666667,17.2121666666667,17.9486666666667,17.2701666666667,17.9538333333333,17.5066666666667,18.1571666666667,17.6995
2021-06-23 06:00:00,16.335,16.4186666666667,16.9056666666667,16.6598333333333,17.0118333333333,16.6668333333333,17.3078333333333,16.747,17.3666666666667,17.033,17.6568333333333,17.1546666666667
2021-06-23 07:00:00,16.1206666666667,16.1335,16.5181666666667,16.354,16.5236666666667,16.3706666666667,16.8218333333333,16.4336666666667,16.9246666666667,16.7218333333333,17.2758333333333,16.7973333333333
2021-06-23 08:00:00,16.064,16.0666666666667,16.3333333333333,16.2078333333333,16.3125,16.2503333333333,16.5503333333333,16.2861666666667,16.653,16.5906666666667,17.0388333333333,16.5965
2021-06-23 09:00:00,16.0195,16.0085,16.2133333333333,16.1183333333333,16.1775,16.142,16.3811666666667,16.198,16.4803333333333,16.4913333333333,16.8495,16.4518333333333
2021-06-23 10:00:00,16.1748333333333,16.1335,16.2233333333333,16.2151666666667,16.2046666666667,16.2175,16.326,16.2463333333333,16.4263333333333,16.5041666666667,16.7516666666667,16.4265
2021-06-23 11:00:00,16.3025,16.2641666666667,16.2908333333333,16.3101666666667,16.2885,16.2983333333333,16.3543333333333,16.3301666666667,16.4391666666667,16.5451666666667,16.7036666666667,16.442
2021-06-23 12:00:00,16.4486666666667,16.4258333333333,16.3363333333333,16.374,16.4586666666667,16.4911666666667,16.5045,16.5571666666667,16.612,16.6611666666667,16.6893333333333,16.5765
2021-06-23 13:00:00,14.8776666666667,15.1945,14.4768333333333,14.7418333333333,14.7313333333333,15.4791666666667,15.4651666666667,15.0515,15.5176666666667,15.5013333333333,15.175,15.6275
2021-06-23 14:00:00,14.0133333333333,14.1821666666667,13.9711666666667,13.9363333333333,13.9918333333333,14.2176666666667,14.0738333333333,14.0585,14.2585,14.094,14.0405,14.4753333333333
2021-06-23 15:00:00,15.1285,14.8041666666667,15.116,14.6963333333333,15.0715,14.6096666666667,14.7486666666667,14.6085,14.4445,14.4616666666667,14.4,14.596
2021-06-23 16:00:00,15.335,15.2865,15.3706666666667,14.9938333333333,15.2523333333333,15.032,14.9586666666667,14.8776666666667,14.8201666666667,14.827,14.8378333333333,14.9625
2021-06-23 17:00:00,17.2595,17.1073333333333,17.523,16.1656666666667,17.1371666666667,16.443,15.9088333333333,15.7773333333333,15.723,15.3298333333333,15.3365,15.9358333333333
2021-06-23 18:00:00,20.786,20.6108333333333,21.0843333333333,18.6683333333333,20.412,19.1243333333333,17.9976666666667,17.8251666666667,17.684,16.4778333333333,16.4238333333333,17.6353333333333
2021-06-23 19:00:00,20.8103333333333,21.4285,21.225,19.9198333333333,20.8756666666667,20.1505,19.6968333333333,19.3661666666667,19.0881666666667,18.0678333333333,17.7716666666667,18.7925
2021-06-23 20:00:00,23.3731666666667,22.754,23.8903333333333,22.35,22.463,20.933,21.4748333333333,18.7316666666667,19.6203333333333,19.0865,18.6161666666667,17.4801666666667
2021-06-23 21:00:00,22.9488333333333,22.9576666666667,19.981,17.9441666666667,16.0051666666667,14.4808333333333,13.5633333333333,12.2666666666667,10.073,10.0975,10.8305,10.2518333333333
2021-06-23 22:00:00,22.8025,22.0443333333333,18.115,15.3618333333333,14.1945,11.981,10.7523333333333,9.381,8.16933333333333,8.96166666666667,8.62283333333333,7.24716666666667
2021-06-23 23:00:00,23.6851666666667,19.4335,15.0775,12.6178333333333,10.5338333333333,8.135,7.25566666666667,6.59433333333333,5.60683333333333,5.27183333333333,5.11833333333333,5.04733333333333
2021-06-24 00:00:00,23.6461666666667,19.495,15.0703333333333,12.5573333333333,10.4278333333333,8.0565,7.1455,6.59433333333333,5.564,5.22883333333333,5.07566666666667,5.02933333333333
2021-06-24 01:00:00,23.5316666666667,19.3453333333333,15.0388333333333,12.5575,10.2596666666667,8.033,7.10066666666667,6.54583333333333,5.5165,5.21583333333333,5.0855,5.023
2021-06-24 02:00:00,23.4673333333333,19.7603333333333,15.1335,12.6105,10.2763333333333,8.058,7.0865,6.50216666666667,5.49,5.2045,5.07583333333333,5.02766666666667
2021-06-24 03:00:00,23.4103333333333,20.0103333333333,15.0143333333333,12.2923333333333,10.3278333333333,8.21666666666667,7.163,6.5525,5.50316666666667,5.20283333333333,5.08216666666667,5.01966666666667
2021-06-24 04:00:00,23.3588333333333,20.341,14.9526666666667,12.2773333333333,10.2551666666667,8.281,7.1805,6.5525,5.551,5.22566666666667,5.0825,5.01816666666667
2021-06-24 05:00:00,23.3123333333333,19.9363333333333,14.9485,12.357,10.4173333333333,8.19766666666667,7.19483333333333,6.51366666666667,5.48166666666667,5.2045,5.0935,5.02466666666667
2021-06-24 06:00:00,23.2721666666667,19.7965,14.9771666666667,12.36,10.496,8.15866666666667,7.17883333333333,6.512,5.52,5.2125,5.095,5.01633333333333
2021-06-24 07:00:00,23.2218333333333,19.967,14.8106666666667,12.531,10.434,8.11466666666667,7.15816666666667,6.57816666666667,5.52633333333333,5.21916666666667,5.10333333333333,5.03566666666667
2021-06-24 08:00:00,23.1618333333333,19.9126666666667,14.8595,12.528,10.3963333333333,8.077,7.07683333333333,6.51016666666667,5.51166666666667,5.224,5.08216666666667,5.02916666666667
2021-06-24 09:00:00,23.0921666666667,20.1066666666667,14.9898333333333,12.597,10.3036666666667,8.0155,7.11216666666667,6.56383333333333,5.50983333333333,5.21416666666667,5.087,5.02433333333333
2021-06-24 10:00:00,23.039,20.1943333333333,14.8266666666667,12.5531666666667,10.2475,8.03916666666667,7.14066666666667,6.5475,5.5345,5.20783333333333,5.08383333333333,5.01816666666667
2021-06-24 11:00:00,22.9778333333333,20.2196666666667,14.8865,12.5515,10.205,8.1525,7.16166666666667,6.57183333333333,5.4555,5.18633333333333,5.06766666666667,5.015
2021-06-24 12:00:00,22.979,19.9895,15.0331666666667,12.5045,10.2353333333333,8.135,7.24283333333333,6.58316666666667,5.4425,5.18966666666667,5.0775,5.0165
2021-06-24 13:00:00,22.9818333333333,19.8793333333333,14.9916666666667,12.484,10.3991666666667,8.05666666666667,7.19016666666667,6.57183333333333,5.51333333333333,5.21266666666667,5.08383333333333,5.0245
